Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Ngõ 344, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,45,108.8888889,Hà Nội
"Đường Liên Xã, Xã Phụng Châu, Chương Mỹ, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,35,52.85714286,Hà Nội
"Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,,Đã có sổ,5,3,30,165,Hà Nội
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,75,102.6666667,Hồ Chí Minh
"Phường 15, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 15,,Đã có sổ,2,2,50,81.6,Hồ Chí Minh
"Đường Lê Hồng Phong, Phường Điện Biên, Ba Đình, Hà Nội",,Phường Điện Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45,204.4444444,Hà Nội
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,38,148.6842105,Hà Nội
"Xã Đại Thành, Quốc Oai, Hà Nội",,,,Đã có sổ,,,57,46.49122807,Hà Nội
"Đường Quốc Lộ 50, Phường 5, Quận 8, Hồ Chí Minh",Quận 8,Phường 5,"Nhà mặt phố, mặt tiền",,,,100,76.9,Hồ Chí Minh
"Đường Huỳnh Văn Nghệ, Xã Bình Hòa, Vĩnh Cửu, Đồng Nai",,,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,100,25.5,Đồng Nai
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa,,Đã có sổ,2,3,48,93.54166667,Hồ Chí Minh
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,65,112.3076923,Hà Nội
"Đường Đông Minh, Phường Đông Hòa, Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,137.4,27.65647744,Bình Dương
"Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",,Phường Trung Phụng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,40,161.25,Hà Nội
"Bạch Mai, Bạch Mai, Hai Bà Trưng, Hà Nội",,,,Đã có sổ,5,3,44,122.7272727,Hà Nội
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,72,120.8333333,Hồ Chí Minh
"Ngõ 264, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,32,209.375,Hà Nội
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông A,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,68,100.7352941,Hồ Chí Minh
"Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai",,,Nhà phố liền kề,Hợp đồng mua bán,,4,220,38.63636364,Đồng Nai
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",Quận 8,Phường 7,"Nhà mặt phố, mặt tiền",,,,78,61.53846154,Hồ Chí Minh
"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,39,202.5641026,Hồ Chí Minh
"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",,Phường Vạn Phúc,,Đã có sổ,4,4,33,181.2121212,Hà Nội
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",Quận 3,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,32,155.9375,Hồ Chí Minh
"Đường 102, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",,3,3,60,106.6666667,Hồ Chí Minh
"Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,35,120,Hồ Chí Minh
"Đường Cổ Điển A, Xã Tứ Hiệp, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,32,168.75,Hà Nội
"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Lộc,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,58,66.03448276,Hồ Chí Minh
"Xã Hiệp Thạnh, Gò Dầu, Tây Ninh",,,,Đã có sổ,1,2,395,2.911392405,Tây Ninh
"Dự án Khu đô thị Nguyễn Đức Cảnh, Đường Quốc Lộ 39A, Thị trấn Diêm Điền, Thái Thuỵ, Thái Bình",,,Nhà phố liền kề,Hợp đồng mua bán,5,,95,52.84210526,Thái Bình
"Đường Nguyễn Thị Huê, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,55,27.09090909,Hồ Chí Minh
"Đường Huyền Kỳ, Phường Phú Lãm, Hà Đông, Hà Nội",,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,48,100,Hà Nội
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,109,77.98165138,Hồ Chí Minh
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,45,151.1111111,Hà Nội
"Đường Trần Văn Giáp, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",,Phường Hòa Cường Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,85,72.94117647,Đà Nẵng
"Phường Gia Thụy, Long Biên, Hà Nội",,Phường Gia Thụy,,Đã có sổ,5,3,31,182.2580645,Hà Nội
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,33,137.8787879,Hà Nội
"Ngõ 264, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30,163.3333333,Hà Nội
"Đường Phạm Thế Hiển, Phường 4, Quận 8, Hồ Chí Minh",Quận 8,Phường 4,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,45,78.66666667,Hồ Chí Minh
"Đường Long Hưng, Phường Long Bình Tân, Biên Hòa, Đồng Nai",Quận Bình Tân,Phường Long Bình Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,100,45,Đồng Nai
"Đường Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,39,119.2307692,Hà Nội
"Đường Quốc Lộ 51, Xã An Phước, Long Thành, Đồng Nai",,,"Nhà mặt phố, mặt tiền",,2,3,135,22.22222222,Đồng Nai
"Đường Hồ Ngọc Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,66,87.87878788,Hồ Chí Minh
"The Eastern, 299, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,2,1,110,21.81818182,Hồ Chí Minh
"Đường Tỉnh lộ 9, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh.",,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,60,29.16666667,Hồ Chí Minh.
"Đường Phan Văn Hớn, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,56,30.17857143,Hồ Chí Minh
"Đường Vĩnh Hồ, Phường Thịnh Quang, Đống Đa, Hà Nội",,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,45,206.6666667,Hà Nội
"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh.",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,125,46.4,Hồ Chí Minh.
"Đường Tô Ký, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,52,90,Hồ Chí Minh
"Đường Vĩnh Khê, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,60,39.16666667,Hải Phòng
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,110,72.72727273,Hồ Chí Minh
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,65.2,37.57668712,Hải Phòng
"Hẻm 351, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Phước,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,58,136.2068966,Hồ Chí Minh
"Đường Cái Tắt, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,50,62,Hải Phòng
"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,40,140,Hà Nội
"Đường Quỳnh Hoàng, Xã Nam Sơn, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,60,29.83333333,Hải Phòng
"Đường Trần Phú, Phường 5, Vũng Tàu, Bà Rịa Vũng Tàu",,Phường 5,"Nhà mặt phố, mặt tiền",Đã có sổ,,,108,76.85185185,Bà Rịa Vũng Tàu
"Đường Trần Văn Đang, Phường 9, Quận 3, Hồ Chí Minh",Quận 3,Phường 9,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,50,152,Hồ Chí Minh
"Đường Hoàng Mai, Xã Đồng Thái, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,57,34.21052632,Hải Phòng
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,60,32.5,Hải Phòng
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,52,35,Hải Phòng
"Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,32,176.5625,Hà Nội
"Dự án Sông Hồng Diamond City, Đường 379, Xã Yên Phú, Yên Mỹ, Hưng Yên",,,Nhà phố liền kề,Hợp đồng mua bán,5,6,88,73.86363636,Hưng Yên
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,32,184.375,Hà Nội
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45,193.3333333,Hà Nội
"Đường Trang Quan, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,67,64.92537313,Hải Phòng
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",,4,4,75,86.66666667,Hồ Chí Minh
"Đường Ao Đôi, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông A,"Nhà mặt phố, mặt tiền",,4,4,48,100,Hồ Chí Minh
"Đường Khương Trung, Phường Khương Đình, Thanh Xuân, Hà Nội",,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,33,186.3636364,Hà Nội
"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,,Đã có sổ,4,4,42.5,101.1764706,Hà Nội
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,,Nhà phố liền kề,Hợp đồng mua bán,5,7,65,115.3846154,Hưng Yên
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Phường Bình Trưng Tây,"Nhà mặt phố, mặt tiền",,2,2,39.6,88.38383838,Hồ Chí Minh
"Phố Tôn Đức Thắng, Phường Văn Chương, Đống Đa, Hà Nội",,Phường Văn Chương,,Đã có sổ,5,,35,157.1428571,Hà Nội
"Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",,Phường Hiệp Thành,,,3,4,107,55.14018692,Bình Dương
"Dự án Hiệp Thành III, Đường Phạm Ngọc Thạch, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",,Phường Hiệp Thành,Nhà phố liền kề,,,3,100,45,Bình Dương
"Dự án Phú Hòa I, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",,Phường Phú Hòa,Nhà phố liền kề,,,,126,45.63492063,Bình Dương
"Đường DX 031, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",,Phường Phú Mỹ,"Nhà mặt phố, mặt tiền",,2,3,80,42.5,Bình Dương
"Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 7,"Nhà mặt phố, mặt tiền",,4,,75,117.3333333,Hồ Chí Minh
"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",,Phường Phú Lợi,"Nhà mặt phố, mặt tiền",,,,167,59.88023952,Bình Dương
"Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Phước,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,50,79.8,Hồ Chí Minh
"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",,Phường Phú Hòa,"Nhà mặt phố, mặt tiền",,,,75,105.3333333,Bình Dương
"Đường Ỷ Lan, Xã Đặng Xá, Gia Lâm, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,75,90.66666667,Hà Nội
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",,Phường Láng Thượng,,Đã có sổ,5,3,40,160,Hà Nội
"Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",,Phường Phú Mỹ,,,2,3,102.5,30.73170732,Bình Dương
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông A,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,72,95.83333333,Hồ Chí Minh
"Phường Phú Lợi, Thủ Dầu Một, Bình Dương",,Phường Phú Lợi,,,2,,154,42.85714286,Bình Dương
"Hẻm 293, Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",,Phường Phú Hòa,"Nhà mặt phố, mặt tiền",,2,3,125,29.52,Bình Dương
"Đường DX 065, Phường Định Hòa, Thủ Dầu Một, Bình Dương",,Phường Định Hòa,"Nhà mặt phố, mặt tiền",,3,5,120,28.16666667,Bình Dương
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,52,128.8461538,Hồ Chí Minh
"Đường Trường Sa, Phường 13, Phú Nhuận, Hồ Chí Minh",Quận Phú Nhuận,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,40,230,Hồ Chí Minh
"Đường Vĩnh Khê, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,68,47.05882353,Hải Phòng
"Đường Nguyễn Đạo An, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",,Phường Phúc Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,35,125.7142857,Hà Nội
"Đường Ỷ Lan, Xã Đặng Xá, Gia Lâm, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,80,85,Hà Nội
"Đường Lê Trọng Tấn, Xã La Phù, Hoài Đức, Hà Nội.",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,30,90,Hà Nội.
"Dự án KĐT Phúc Đạt, Đường Hoàng Hoa Thám, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",,Phường Phú Lợi,Nhà phố liền kề,,,,100,80,Bình Dương
"Phố Tôn Đức Thắng, Phường Văn Chương, Đống Đa, Hà Nội",,Phường Văn Chương,,Đã có sổ,5,,40,186.25,Hà Nội
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,60,108.3333333,Hồ Chí Minh
"Phường Khương Đình, Thanh Xuân, Hà Nội",,Phường Khương Đình,,Đã có sổ,4,5,35,175.7142857,Hà Nội
"Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,,,104,77.88461538,Hồ Chí Minh
"Đường Số 4, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",,Phường Tân Đông Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,60.7,52.71828666,Bình Dương
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",,Phường Trung Liệt,,Đã có sổ,4,4,45,170.6666667,Hà Nội
"Đường Phan Đình Phùng, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,72,120.8333333,Hồ Chí Minh
"Hẻm 373, Phố Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 9,,Đã có sổ,3,3,64.1,148.2059282,Hồ Chí Minh
"Đường Cầu Xéo, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,165,57.57575758,Hồ Chí Minh
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,,Đã có sổ,,4,90,54.44444444,Hồ Chí Minh
"Nguyễn Thị Kiểu, Tân Thới Hiệp, Quận 12, Hồ Chí Minh",Quận 12,,,Đã có sổ,3,3,62,70.64516129,Hồ Chí Minh
"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội",,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",,5,6,64,132.8125,Hà Nội
"Đường Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh",Quận 8,Phường 15,"Nhà mặt phố, mặt tiền",,4,6,85,69.41176471,Hồ Chí Minh
"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",,Phường Thượng Đình,,Đã có sổ,4,3,38,161.8421053,Hà Nội
"Đường Tôn Thất Thuyết, Phường 18, Quận 4, Hồ Chí Minh",Quận 4,Phường 18,"Nhà mặt phố, mặt tiền",Đã có sổ,,,23.7,139.2405063,Hồ Chí Minh
"Đường Hoàng Công Chất, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,30,283.3333333,Hà Nội
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,96,76.04166667,Hồ Chí Minh
"Đường Mễ Cốc, Phường 15, Quận 8, Hồ Chí Minh",Quận 8,Phường 15,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,110,49.09090909,Hồ Chí Minh
"Đường Lý Nhân Tông, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",,Phường Khuê Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,93,78.49462366,Đà Nẵng
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40,222.5,Hà Nội
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",,Phường Trung Liệt,,Đã có sổ,4,4,44,174.5454545,Hà Nội
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Phường Tân Kiểng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,77,127.2727273,Hồ Chí Minh
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,45,127.7777778,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phường Bình Thuận,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,102,83.33333333,Hồ Chí Minh
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",,Phường Phú Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,45,138.8888889,Hà Nội
"Đường Long Thuận, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Quận 9,Phường Trường Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,59,71.18644068,Hồ Chí Minh
"Đường 8, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Quận 9,Phường Trường Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,51,88.23529412,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,60,75,Hồ Chí Minh
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,68,91.17647059,Hồ Chí Minh
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,46,186.9565217,Hà Nội.
"Đường Trần Quý Khoách, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",,Phường Hòa Minh,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,95,70.52631579,Đà Nẵng
"Đường Trần Quý Khoách, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",,Phường Hòa Minh,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,95,70.52631579,Đà Nẵng
"Đường Trần Phú, Phường  Hải Châu I, Hải Châu, Đà Nẵng",,Phường  Hải Châu I,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,83,44.57831325,Đà Nẵng
"Dự án Sài Gòn Mới, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,,Nhà phố liền kề,Đã có sổ,3,4,57.6,109.375,Hồ Chí Minh
"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",,Phường Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,50,132,Hà Nội
"Đường Bạch Đằng, Phường Phước Tiến, Nha Trang, Khánh Hòa",,Phường Phước Tiến,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,47.4,135.021097,Khánh Hòa
"Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,Phường Hòa Cường Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,65.4,103.2110092,Đà Nẵng
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,35,175.7142857,Hà Nội
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,40,211.25,Hà Nội
"40/563, Đường Điện Biên, Phường Lộc Hòa, Nam Định, Nam Định",,Phường Lộc Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,72,27.77777778,Nam Định
"Đường  Lý Thường Kiệt, Phường 7, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,60,133.1666667,Hồ Chí Minh
"Ngách 207.77.50, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,40,172.5,Hà Nội
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,64,87.5,Hồ Chí Minh
"Phường Lĩnh Nam, Hoàng Mai, Hà Nội",,Phường Lĩnh Nam,,Đã có sổ,5,3,32,164.0625,Hà Nội
"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",Quận 10,Phường 8,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,34,220.5882353,Hồ Chí Minh
"Đường Hoàng Sa, Phường 5, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 5,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,46,127.173913,Hồ Chí Minh
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,,,Đã có sổ,3,3,31,67.09677419,Hà Nội
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,7,100,94.5,Hồ Chí Minh
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",,Phường Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,32,155.625,Hà Nội
"Phường Yên Nghĩa, Hà Đông, Hà Nội",,Phường Yên Nghĩa,,Đã có sổ,4,4,34,161.7647059,Hà Nội
"Đường Lê Quang Đạo, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,48,195.625,Hà Nội.
"Đường Bạch Đằng, Phường Chương Dương, Hoàn Kiếm, Hà Nội",,Phường Chương Dương,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,37,135.1351351,Hà Nội
