Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"54 Tân lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,,76,23,Bình Dương
"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Hiệp Tân,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,3,76,35,Tp Hồ Chí Minh
"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã An Phú Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,100,13,Tp Hồ Chí Minh
"1037, Đường Đại Lộ Bình Dương, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,Phường Hiệp An,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,100,48,Bình Dương
"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Hòa Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,31,Tp Hồ Chí Minh
"Đường Trương Vĩnh Ký, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,100,28,Tp Hồ Chí Minh
"Đường Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,,31,85,Hà Nội
"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,2,,63,51,Hà Nội
"Đường Trường Chinh, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 15,"Nhà mặt phố, mặt tiền",Đã có sổ,,,64,273,Tp Hồ Chí Minh
"275/138/22, Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,,,72,68,Tp Hồ Chí Minh
"số 32, số 32 đường Thủy Lợi, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Long A,"Nhà ngõ, hẻm",Đang chờ sổ,,2,72,28,Tp Hồ Chí Minh
"Ngọc Đại, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ,Nhà phố liền kề,Đã có sổ,5,,90,86,Hà Nội
"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Thới Tam Thôn,"Nhà mặt phố, mặt tiền",Đã có sổ,,,300,38,Tp Hồ Chí Minh
"N10, Phường 9, Quận 3, Tp Hồ Chí Minh",Quận 3,Phường 9,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,150,6,Tp Hồ Chí Minh
"Trục 16, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,Xã Thạnh Phú,"Nhà mặt phố, mặt tiền",Giấy tờ khác,,,82,5,Đồng Nai
"Đường Cách Mạng Tháng Tám, Phường Phú Cường, Thành phố Thủ Dầu Một, Bình Dương",,Phường Phú Cường,"Nhà ngõ, hẻm",Đã có sổ,,,1115,18,Bình Dương
"Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,31,85,Hà Nội
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Thạnh Lộc,Nhà biệt thự,Đã có sổ,2,4,107,55,Tp Hồ Chí Minh
"Đường Số 8, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Trường Thạnh,Nhà biệt thự,Đã có sổ,,,50,46,Tp Hồ Chí Minh
"Đường Quốc Lộ 50, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Quy Đức,"Nhà ngõ, hẻm",Đã có sổ,1,,56,8,Tp Hồ Chí Minh
"Đường HL 610, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,"Nhà ngõ, hẻm",Đã có sổ,,,500,3,Bình Dương
Đường Vành Đai 4,,,"Nhà ngõ, hẻm",Đã có sổ,,,100,8,#VALUE!
"TĐC SONADZI đường D14, Xã Suối Nghệ, Huyện Châu Đức, Bà Rịa - Vũng Tàu",Huyện Châu Đức,Xã Suối Nghệ,"Nhà ngõ, hẻm",Đã có sổ,,,99,9,Bà Rịa - Vũng Tàu
"Đường Dương Đình Cúc, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,160,5,Tp Hồ Chí Minh
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Giấy tờ khác,5,3,22,70,Hà Nội
"Đường ĐT 747A, Phường Thạnh Phước, Thị xã Tân Uyên, Bình Dương",,Phường Thạnh Phước,"Nhà ngõ, hẻm",Đã có sổ,,,369,13,Bình Dương
"Đường Liên Tỉnh 5, Phường 5, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 5,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,57,131,Tp Hồ Chí Minh
"Đường ĐT 830, Xã Lương Hòa, Huyện Bến Lức, Long An",Huyện Bến Lức,Xã Lương Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,140,5,Long An
"Đường Tôn Đản, Phường 10, Quận 4, Tp Hồ Chí Minh",Quận 4,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,1,,15,123,Tp Hồ Chí Minh
"Đường Phó Cơ Điều, Phường 4, Quận 11, Tp Hồ Chí Minh",Quận 11,Phường 4,"Nhà ngõ, hẻm",Đã có sổ,3,6,203,41,Tp Hồ Chí Minh
"Đường Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,,,203,13,Hà Nội
"Đường Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,1,36,75,Hà Nội
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,,35,88,Hà Nội
"Đường Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 15,"Nhà ngõ, hẻm",Đã có sổ,,,56,66,Tp Hồ Chí Minh
"Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,44,21,Tp Hồ Chí Minh
"Ấp Thanh Dong, Xã Thạnh Đông B, Huyện Tân Hiệp, Kiên Giang",Huyện Tân Hiệp,Xã Thạnh Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,,,80,2,Kiên Giang
"Đường Nguyễn Chí Thanh, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,Phường Hiệp Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,10,Bình Dương
"Đường D, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,150,9,Tp Hồ Chí Minh
"Đường Trần Văn Trà, Phường 3, Thành phố Tây Ninh, Tây Ninh",,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,4,Tây Ninh
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Hiệp Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,100,20,Tp Hồ Chí Minh
"Đường Ngô Quyền, Phường 6, Quận 10, Tp Hồ Chí Minh",Quận 10,Phường 6,"Nhà ngõ, hẻm",Đã có sổ,2,,34,197,Tp Hồ Chí Minh
"Đường Hưng Long, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,Xã Hưng Thịnh,"Nhà ngõ, hẻm",Đã có sổ,,,236,7,Đồng Nai
"Đường Nguyễn Trọng Quyền, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Tân Thới Hòa,"Nhà ngõ, hẻm",Đã có sổ,,,76,89,Tp Hồ Chí Minh
"Hẻm Gần Ngân Hàng Kiên Long, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",,Phường Phú Khương,"Nhà ngõ, hẻm",Đã có sổ,,,155,10,Bến Tre
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Thạnh Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,100,59,Tp Hồ Chí Minh
"Đường Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,3,4,55,122,Tp Hồ Chí Minh
"Đường Lê Lai, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,,4,50,108,Hà Nội
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà B,"Nhà ngõ, hẻm",Đã có sổ,4,,76,4000,Tp Hồ Chí Minh
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,56,17,Tp Hồ Chí Minh
"Đường Hùng Vương, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường Cái Khế,"Nhà ngõ, hẻm",Đã có sổ,,2,45,41,Cần Thơ
"Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Mỹ An,"Nhà ngõ, hẻm",Đã có sổ,,,45,305,Đà Nẵng
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,Nhà biệt thự,Đã có sổ,3,,200,107,Tp Hồ Chí Minh
"Đường Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,Nhà biệt thự,Đang chờ sổ,4,1,200,126,Hà Nội
"Đường Bá Tùng||20218, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Hoà Quý,Nhà biệt thự,Đã có sổ,,,100,21,Đà Nẵng
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,Phường Hiệp Thành,Nhà biệt thự,Đã có sổ,,,110,25,Bình Dương
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,,31,85,Hà Nội
"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,Nhà phố liền kề,Đã có sổ,,,26,69,Hà Nội
"Đường Liên Phường, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,Đường Liên Phường,Nhà phố liền kề,Đang chờ sổ,,2,26,35,Tp Hồ Chí Minh
"Ngõ 562, Đường Nguyễn Văn Linh, Phường Vĩnh Niệm, Quận Lê Chân, Hải Phòng",Quận Lê Chân,Phường Vĩnh Niệm,"Nhà ngõ, hẻm",Giấy tờ khác,3,,42,34,Hải Phòng
"QL1A, Xã Điện Thắng Bắc, Thị xã Điện Bàn, Quảng Nam",,Xã Điện Thắng Bắc,"Nhà ngõ, hẻm",Đã có sổ,,,88,10,Quảng Nam
"Đường Minh Mạng, Phường Thuỷ Xuân, Thành phố Huế, Thừa Thiên Huế",,Phường Thuỷ Xuân,"Nhà ngõ, hẻm",Đã có sổ,,,70,10,Thừa Thiên Huế
"Đường Phạm Thị Liên, Phường Kim Long, Thành phố Huế, Thừa Thiên Huế",,Phường Kim Long,Nhà biệt thự,Đã có sổ,2,3,100,31,Thừa Thiên Huế
"0005, Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà mặt phố, mặt tiền",Giấy tờ khác,1,2,64,19,Đồng Nai
"Đường Hương Lộ 11, Xã Long Thượng, Huyện Cần Giuộc, Long An",Huyện Cần Giuộc,Xã Long Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,21,Long An
"Đường Quốc lộ 1A||17403, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,Xã Tây Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,,,742,7,Đồng Nai
"Đường Số 8, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã Phạm Văn Cội,"Nhà mặt phố, mặt tiền",Đã có sổ,,,126,9,Tp Hồ Chí Minh
"Đường Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,,,126,17,Hà Nội
"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,,48,106,Hà Nội
"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,43,76,Hà Nội
"Đường Phùng Quán, Phường Thủy Dương, Thị xã Hương Thủy, Thừa Thiên Huế",,Phường Thủy Dương,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,15,Thừa Thiên Huế
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Phước Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,,,2600,152,Đà Nẵng
"Đảo Ngọc, Xã Tịnh An, Thành phố Quảng Ngãi, Quảng Ngãi",,Xã Tịnh An,"Nhà mặt phố, mặt tiền",Đã có sổ,,,106,3,Quảng Ngãi
"Đường Số 8, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,15,Bình Dương
"nguyễn thượng hiền, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Phường 6,"Nhà ngõ, hẻm",Đã có sổ,,,40,40,Tp Hồ Chí Minh
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,,31,85,Hà Nội
"Đường Trương Vĩnh Nguyên, Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Phú Thứ,"Nhà ngõ, hẻm",Đã có sổ,,,2902,4,Cần Thơ
"Đường Tỉnh Lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Phạm Văn Hai,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,40,9,Tp Hồ Chí Minh
"Đường Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,,31,85,Hà Nội
"Đường Nguyễn Văn Chính, Phường Thủy Phương, Thị xã Hương Thủy, Thừa Thiên Huế",,Phường Thủy Phương,"Nhà ngõ, hẻm",Đã có sổ,,,80,8,Thừa Thiên Huế
"Đường Số 10A, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,90,13,Tp Hồ Chí Minh
"Lộc Ngãi, Xã Lộc Ngãi, Huyện Bảo Lâm, Lâm Đồng",Huyện Bảo Lâm,Xã Lộc Ngãi,"Nhà mặt phố, mặt tiền",Đã có sổ,,,107,3,Lâm Đồng
"Lý Tự Trọng, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà mặt phố, mặt tiền",Đã có sổ,,,80,13,Bình Dương
"Đường Thủ Khoa Huân, Phường An Thạnh, Thị xã Thuận An, Bình Dương",,Phường An Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,90,10,Bình Dương
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Thạnh Mỹ,"Nhà mặt phố, mặt tiền",Đang chờ sổ,5,2,800,36,Tp Hồ Chí Minh
"Đoàn Nguyễn Tuấn, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Hưng Long,"Nhà ngõ, hẻm",Đang chờ sổ,2,2,21,24,Tp Hồ Chí Minh
"K338, đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Phường Chính Gián,"Nhà ngõ, hẻm",Đang chờ sổ,2,,94,31,Đà Nẵng
"Đường Võ Nguyên Giáp, Xã Diên Toàn, Huyện Diên Khánh, Khánh Hòa",Huyện Diên Khánh,Xã Diên Toàn,"Nhà ngõ, hẻm",Đã có sổ,,,200,6,Khánh Hòa
"Đường Nguyễn Trãi, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5,2,75,123,Hà Nội
"Mân Quang, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Thọ Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,100,37,Đà Nẵng
"Đường số 18 Royal Park Huế, Xã Thủy Thanh, Thị xã Hương Thủy, Thừa Thiên Huế",,Xã Thủy Thanh,Nhà phố liền kề,Đang chờ sổ,3,3,112,31,Thừa Thiên Huế
"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",Quận 3,Phường 4,"Nhà ngõ, hẻm",Đã có sổ,2,3,60,101,Tp Hồ Chí Minh
"Đường Trường Sa, Phường 14, Quận 3, Tp Hồ Chí Minh",Quận 3,Phường 14,"Nhà ngõ, hẻm",Đã có sổ,4,,56,110,Tp Hồ Chí Minh
"Đường Mẹ Nhu, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Phường Thanh Khê Đông,"Nhà ngõ, hẻm",Đã có sổ,,,66,50,Đà Nẵng
"Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Phú Trung,"Nhà ngõ, hẻm",Đã có sổ,1,,28,105,Tp Hồ Chí Minh
"Đường Cách Mạng Tháng Tám, Thị trấn Dương Đông, Huyện Phú Quốc, Kiên Giang",Huyện Phú Quốc,,"Nhà ngõ, hẻm",Đã có sổ,10,,190,27,Kiên Giang
"nguyễn tất thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Phường Hòa Hiệp Nam,"Nhà ngõ, hẻm",Đã có sổ,,,125,14,Đà Nẵng
"D35, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Hưng Thạnh,"Nhà ngõ, hẻm",Đang chờ sổ,,,85,14,Cần Thơ
"Đường Quốc Lộ 22, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh",Huyện Gò Dầu,Xã Bàu Đồn,"Nhà ngõ, hẻm",Đã có sổ,,,90,4,Tây Ninh
"1419, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Xã Phước Kiển,"Nhà ngõ, hẻm",Đã có sổ,2,4,41,67,Tp Hồ Chí Minh
"tam trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,6,,35,85,Hà Nội
"227/79, Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Phước Mỹ,"Nhà ngõ, hẻm",Đã có sổ,6,10,35,24,Đà Nẵng
"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,,3,35,16,Hà Nội
"Binh chuan 61, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà ngõ, hẻm",Đã có sổ,,,72,13,Bình Dương
"Đường 970, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà ngõ, hẻm",Đã có sổ,,,55,57,Tp Hồ Chí Minh
"496/63/10b, Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 5,"Nhà ngõ, hẻm",Đã có sổ,,,150,57,Tp Hồ Chí Minh
"Đường Quốc Lộ 13, Phường Bình Hòa, Thị xã Thuận An, Bình Dương",,Phường Bình Hòa,"Nhà ngõ, hẻm",Đã có sổ,40,1,503,30,Bình Dương
"Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã Tân Thạnh Đông,"Nhà ngõ, hẻm",Đã có sổ,,,132,10,Tp Hồ Chí Minh
"Đường Trường Bình, Xã Trường Bình, Huyện Cần Giuộc, Long An",Huyện Cần Giuộc,Xã Trường Bình,"Nhà ngõ, hẻm",Giấy tờ khác,4,1,50,9,Long An
"9, Đường Tăng Thiết Giáp, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,33,115,Hà Nội
"Đường Máng Nước, Xã An Đồng, Huyện An Dương, Hải Phòng",Huyện An Dương,Xã An Đồng,"Nhà ngõ, hẻm",Đã có sổ,3,1,50,29,Hải Phòng
"tây sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,,45,77,Hà Nội
"Sân Bia, Phường Phú Tân, Thành phố Bến Tre, Bến Tre",,Phường Phú Tân,"Nhà ngõ, hẻm",Đã có sổ,,,126,4,Bến Tre
"Đường Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Bình Thọ,"Nhà ngõ, hẻm",Đã có sổ,,4,65,11,Tp Hồ Chí Minh
"vạn phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,35,68,Hà Nội
"Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,30,Tp Hồ Chí Minh
"GH44, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,366,163,Hà Nội
"P501, đơn nguyên 1, Ngõ 15, Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,7,2,366,22,Hà Nội
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,22,1,366,28,Tp Hồ Chí Minh
"192 đường Phạm Đức Sơn, phường 16, quận 8",,,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,,366,38,quận 8
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Hưng,"Nhà mặt phố, mặt tiền",Đang chờ sổ,6,,366,27,Tp Hồ Chí Minh
"Đường Cao tốc Mỹ Phước – Tân Vạn, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,Phường Thới Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,150,8,Bình Dương
"1B, Đường Số 5, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,192,20,Tp Hồ Chí Minh
"Võ Nguyên Giáp, Phường Điện Dương, Thị xã Điện Bàn, Quảng Nam",,Phường Điện Dương,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,,99,11,Quảng Nam
"999, Hồ Trung Quí, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",,Phường Thái Hòa,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,2,48,16,Bình Dương
"899, Đường Nguyễn Trung Trực, Phường 3, Thành phố Đà Lạt, Lâm Đồng",,Phường 3,Nhà phố liền kề,Đã có sổ,4,2,96,43,Lâm Đồng
"Đường Thanh Niên 3, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,Xã Trừ Văn Thố,Nhà phố liền kề,Đã có sổ,,,145,3,Bình Dương
"Đường ĐT 741, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,Phường Mỹ Phước,Nhà phố liền kề,Đã có sổ,,,80,8,Bình Dương
"An dương vương, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,Nhà phố liền kề,Đã có sổ,,,4743,79,Tp Hồ Chí Minh
"Đường Số 22, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,Nhà phố liền kề,Đã có sổ,4,4,501,114,Tp Hồ Chí Minh
"Đường Lê Hồng Phong, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,,,300,5,Tp Hồ Chí Minh
"Yên hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,,6,60,88,Hà Nội
